Median Household Income 
Population Reference Bureau prb.org
"Sources: U.S. Census Bureau, Decennial Census and American Community Survey ."

FIPS,Name,Type,TimeFrame,Data
18153,Sullivan County,County,2006-2010,49783
18153,Sullivan County,County,2013-2017,45031
18155,Switzerland County,County,1999,54743
18155,Switzerland County,County,2006-2010,50142
18155,Switzerland County,County,2013-2017,43468
18157,Tippecanoe County,County,1999,57046
18157,Tippecanoe County,County,2006-2010,48034
18157,Tippecanoe County,County,2013-2017,50486
18159,Tipton County,County,1999,71648
18159,Tipton County,County,2006-2010,58009
18159,Tipton County,County,2013-2017,53931
18161,Union County,County,1999,54123
18161,Union County,County,2006-2010,48738
18161,Union County,County,2013-2017,45531
18163,Vanderburgh County,County,1999,54346
18163,Vanderburgh County,County,2006-2010,47768
18163,Vanderburgh County,County,2013-2017,44815
18165,Vermillion County,County,1999,51415
18165,Vermillion County,County,2006-2010,47214
18165,Vermillion County,County,2013-2017,45440
18167,Vigo County,County,1999,48976
18167,Vigo County,County,2006-2010,43388
18167,Vigo County,County,2013-2017,42030
18169,Wabash County,County,1999,59645
18169,Wabash County,County,2006-2010,48626
18169,Wabash County,County,2013-2017,49052
18171,Warren County,County,1999,61729
18171,Warren County,County,2006-2010,55477
18171,Warren County,County,2013-2017,58950
18173,Warrick County,County,1999,72044
18173,Warrick County,County,2006-2010,70255
18173,Warrick County,County,2013-2017,66080
18175,Washington County,County,1999,54061
18175,Washington County,County,2006-2010,44755
18175,Washington County,County,2013-2017,46861
18177,Wayne County,County,1999,51486
18177,Wayne County,County,2006-2010,46334
18177,Wayne County,County,2013-2017,41813
18179,Wells County,County,1999,64841
18179,Wells County,County,2006-2010,53183
18179,Wells County,County,2013-2017,53038
18181,White County,County,1999,60079
18181,White County,County,2006-2010,51706
18181,White County,County,2013-2017,51404
18183,Whitley County,County,1999,67157
18183,Whitley County,County,2006-2010,58735
18183,Whitley County,County,2013-2017,57041
19001,Adair County,County,1999,51920
19001,Adair County,County,2006-2010,50930
19001,Adair County,County,2013-2017,49477
19003,Adams County,County,1999,44945
19003,Adams County,County,2006-2010,45483
19003,Adams County,County,2013-2017,49745
19005,Allamakee County,County,1999,50131
19005,Allamakee County,County,2006-2010,52531
19005,Allamakee County,County,2013-2017,47895
19007,Appanoose County,County,1999,42228
19007,Appanoose County,County,2006-2010,39085
19007,Appanoose County,County,2013-2017,40377
19009,Audubon County,County,1999,47545
19009,Audubon County,County,2006-2010,n/a
19009,Audubon County,County,2013-2017,48750
19011,Benton County,County,1999,62617
19011,Benton County,County,2006-2010,61661
19011,Benton County,County,2013-2017,64061
19013,Black Hawk County,County,1999,55000
19013,Black Hawk County,County,2006-2010,49776
19013,Black Hawk County,County,2013-2017,50916
19015,Boone County,County,1999,60161
19015,Boone County,County,2006-2010,55860
19015,Boone County,County,2013-2017,57906
19017,Bremer County,County,1999,60254
19017,Bremer County,County,2006-2010,62731
19017,Bremer County,County,2013-2017,65440
19019,Buchanan County,County,1999,56137
19019,Buchanan County,County,2006-2010,58545
19019,Buchanan County,County,2013-2017,59348
19021,Buena Vista County,County,1999,52099
19021,Buena Vista County,County,2006-2010,48654
19021,Buena Vista County,County,2013-2017,52784
19023,Butler County,County,1999,52959
19023,Butler County,County,2006-2010,53747
19023,Butler County,County,2013-2017,53937
19025,Calhoun County,County,1999,49126
19025,Calhoun County,County,2006-2010,46884
19025,Calhoun County,County,2013-2017,46302
19027,Carroll County,County,1999,55013
19027,Carroll County,County,2006-2010,53527
19027,Carroll County,County,2013-2017,54563
19029,Cass County,County,1999,48589
19029,Cass County,County,2006-2010,45993
19029,Cass County,County,2013-2017,45637
19031,Cedar County,County,1999,62279
19031,Cedar County,County,2006-2010,61204
19031,Cedar County,County,2013-2017,62555
19033,Cerro Gordo County,County,1999,52935
19033,Cerro Gordo County,County,2006-2010,50410
19033,Cerro Gordo County,County,2013-2017,50569
19035,Cherokee County,County,1999,51865
19035,Cherokee County,County,2006-2010,50291
19035,Cherokee County,County,2013-2017,53998
19037,Chickasaw County,County,1999,55565
19037,Chickasaw County,County,2006-2010,46615
19037,Chickasaw County,County,2013-2017,50688
19039,Clarke County,County,1999,50879
19039,Clarke County,County,2006-2010,51374
19039,Clarke County,County,2013-2017,49718
19041,Clay County,County,1999,52835
19041,Clay County,County,2006-2010,49059
19041,Clay County,County,2013-2017,48978
19043,Clayton County,County,1999,50280
19043,Clayton County,County,2006-2010,51686
19043,Clayton County,County,2013-2017,51114
19045,Clinton County,County,1999,55232
19045,Clinton County,County,2006-2010,52021
19045,Clinton County,County,2013-2017,50295
19047,Crawford County,County,1999,50065
19047,Crawford County,County,2006-2010,50000
19047,Crawford County,County,2013-2017,51091
19049,Dallas County,County,1999,71621
19049,Dallas County,County,2006-2010,75532
19049,Dallas County,County,2013-2017,82719
19051,Davis County,County,1999,48503
19051,Davis County,County,2006-2010,52502
19051,Davis County,County,2013-2017,52390
19053,Decatur County,County,1999,40355
19053,Decatur County,County,2006-2010,41844
19053,Decatur County,County,2013-2017,41042
19055,Delaware County,County,1999,54855
19055,Delaware County,County,2006-2010,53044
19055,Delaware County,County,2013-2017,60534
19057,Des Moines County,County,1999,54298
19057,Des Moines County,County,2006-2010,47251
19057,Des Moines County,County,2013-2017,47524
19059,Dickinson County,County,1999,57589
19059,Dickinson County,County,2006-2010,56532
19059,Dickinson County,County,2013-2017,59889
19061,Dubuque County,County,1999,58418
19061,Dubuque County,County,2006-2010,54728
19061,Dubuque County,County,2013-2017,59150
19063,Emmet County,County,1999,49154
19063,Emmet County,County,2006-2010,47644
19063,Emmet County,County,2013-2017,47419
19065,Fayette County,County,1999,47897
19065,Fayette County,County,2006-2010,46257
19065,Fayette County,County,2013-2017,48412
19067,Floyd County,County,1999,52006
19067,Floyd County,County,2006-2010,44468
19067,Floyd County,County,2013-2017,48607
19069,Franklin County,County,1999,53194
19069,Franklin County,County,2006-2010,50548
19069,Franklin County,County,2013-2017,48172
19071,Fremont County,County,1999,56593
19071,Fremont County,County,2006-2010,53209
19071,Fremont County,County,2013-2017,54430
19073,Greene County,County,1999,50007
19073,Greene County,County,2006-2010,48771
19073,Greene County,County,2013-2017,52529
19075,Grundy County,County,1999,58144
19075,Grundy County,County,2006-2010,63303
19075,Grundy County,County,2013-2017,65170
19077,Guthrie County,County,1999,53862
19077,Guthrie County,County,2006-2010,56437
19077,Guthrie County,County,2013-2017,56306
19079,Hamilton County,County,1999,57055
19079,Hamilton County,County,2006-2010,52041
19079,Hamilton County,County,2013-2017,55836
19081,Hancock County,County,1999,55645
19081,Hancock County,County,2006-2010,53314
19081,Hancock County,County,2013-2017,57840
19083,Hardin County,County,1999,52289
19083,Hardin County,County,2006-2010,50357
19083,Hardin County,County,2013-2017,52207
19085,Harrison County,County,1999,56292
19085,Harrison County,County,2006-2010,57804
19085,Harrison County,County,2013-2017,57558
19087,Henry County,County,1999,57688
19087,Henry County,County,2006-2010,47303
19087,Henry County,County,2013-2017,52275
19089,Howard County,County,1999,51126
19089,Howard County,County,2006-2010,51906
19089,Howard County,County,2013-2017,51422
19091,Humboldt County,County,1999,56380
19091,Humboldt County,County,2006-2010,51020
19091,Humboldt County,County,2013-2017,48847
19093,Ida County,County,1999,51368
19093,Ida County,County,2006-2010,50163
19093,Ida County,County,2013-2017,51978
19095,Iowa County,County,1999,60839
19095,Iowa County,County,2006-2010,63156
19095,Iowa County,County,2013-2017,58077
19097,Jackson County,County,1999,50961
19097,Jackson County,County,2006-2010,47873
19097,Jackson County,County,2013-2017,51806
19099,Jasper County,County,1999,61519
19099,Jasper County,County,2006-2010,52275
19099,Jasper County,County,2013-2017,56363
19101,Jefferson County,County,1999,49960
19101,Jefferson County,County,2006-2010,49764
19101,Jefferson County,County,2013-2017,44516
19103,Johnson County,County,1999,59124
19103,Johnson County,County,2006-2010,57891
19103,Johnson County,County,2013-2017,59965
19105,Jones County,County,1999,55270
19105,Jones County,County,2006-2010,54032
19105,Jones County,County,2013-2017,58391
19107,Keokuk County,County,1999,50217
19107,Keokuk County,County,2006-2010,48109
19107,Keokuk County,County,2013-2017,48399
19109,Kossuth County,County,1999,51009
19109,Kossuth County,County,2006-2010,54394
19109,Kossuth County,County,2013-2017,54868
19111,Lee County,County,1999,53416
19111,Lee County,County,2006-2010,47822
19111,Lee County,County,2013-2017,48266
19113,Linn County,County,1999,68194
19113,Linn County,County,2006-2010,60475
19113,Linn County,County,2013-2017,62702
19115,Louisa County,County,1999,57686
19115,Louisa County,County,2006-2010,56851
19115,Louisa County,County,2013-2017,54393
19117,Lucas County,County,1999,45569
19117,Lucas County,County,2006-2010,48454
19117,Lucas County,County,2013-2017,47325
19119,Lyon County,County,1999,54427
19119,Lyon County,County,2006-2010,55779
19119,Lyon County,County,2013-2017,62012
19121,Madison County,County,1999,61758
19121,Madison County,County,2006-2010,59922
19121,Madison County,County,2013-2017,60077
19123,Mahaska County,County,1999,55071
19123,Mahaska County,County,2006-2010,50730
19123,Mahaska County,County,2013-2017,50568
19125,Marion County,County,1999,62579
19125,Marion County,County,2006-2010,60133
19125,Marion County,County,2013-2017,57917
19127,Marshall County,County,1999,56479
19127,Marshall County,County,2006-2010,50964
19127,Marshall County,County,2013-2017,52752
19129,Mills County,County,1999,62619
19129,Mills County,County,2006-2010,67018
19129,Mills County,County,2013-2017,67949
19131,Mitchell County,County,1999,51424
19131,Mitchell County,County,2006-2010,54653
19131,Mitchell County,County,2013-2017,53675
19133,Monona County,County,1999,49051
19133,Monona County,County,2006-2010,46644
19133,Monona County,County,2013-2017,41598
19135,Monroe County,County,1999,51474
19135,Monroe County,County,2006-2010,48725
19135,Monroe County,County,2013-2017,50179
19137,Montgomery County,County,1999,49020
19137,Montgomery County,County,2006-2010,43518
19137,Montgomery County,County,2013-2017,43674
19139,Muscatine County,County,1999,61696
19139,Muscatine County,County,2006-2010,57491
19139,Muscatine County,County,2013-2017,56398
19141,O'Brien County,County,1999,52774
19141,O'Brien County,County,2006-2010,49596
19141,O'Brien County,County,2013-2017,56314
19143,Osceola County,County,1999,50584
19143,Osceola County,County,2006-2010,49450
19143,Osceola County,County,2013-2017,53604
19145,Page County,County,1999,52344
19145,Page County,County,2006-2010,45945
19145,Page County,County,2013-2017,46708
19147,Palo Alto County,County,1999,47832
19147,Palo Alto County,County,2006-2010,48223
19147,Palo Alto County,County,2013-2017,50470
19149,Plymouth County,County,1999,61453
19149,Plymouth County,County,2006-2010,63523
19149,Plymouth County,County,2013-2017,61316
19151,Pocahontas County,County,1999,49238
19151,Pocahontas County,County,2006-2010,47440
19151,Pocahontas County,County,2013-2017,45969
19153,Polk County,County,1999,68062
19153,Polk County,County,2006-2010,63202
19153,Polk County,County,2013-2017,63530
19155,Pottawattamie County,County,1999,59167
19155,Pottawattamie County,County,2006-2010,54903
19155,Pottawattamie County,County,2013-2017,56291
19157,Poweshiek County,County,1999,55841
19157,Poweshiek County,County,2006-2010,57460
19157,Poweshiek County,County,2013-2017,51456
19159,Ringgold County,County,1999,42963
19159,Ringgold County,County,2006-2010,47701
19159,Ringgold County,County,2013-2017,50642
19161,Sac County,County,1999,48518
19161,Sac County,County,2006-2010,48433
19161,Sac County,County,2013-2017,53254
19163,Scott County,County,1999,63022
19163,Scott County,County,2006-2010,56295
19163,Scott County,County,2013-2017,57681
19165,Shelby County,County,1999,55260
19165,Shelby County,County,2006-2010,49671
19165,Shelby County,County,2013-2017,55638
19167,Sioux County,County,1999,59826
19167,Sioux County,County,2006-2010,58090
19167,Sioux County,County,2013-2017,66022
19169,Story County,County,1999,59687
19169,Story County,County,2006-2010,54362
19169,Story County,County,2013-2017,52671
19171,Tama County,County,1999,55226
19171,Tama County,County,2006-2010,52153
19171,Tama County,County,2013-2017,56110
19173,Taylor County,County,1999,46191
19173,Taylor County,County,2006-2010,45407
19173,Taylor County,County,2013-2017,46825
19175,Union County,County,1999,47088
19175,Union County,County,2006-2010,46059
19175,Union County,County,2013-2017,47597
19177,Van Buren County,County,1999,45891
19177,Van Buren County,County,2006-2010,45151
19177,Van Buren County,County,2013-2017,47197
19179,Wapello County,County,1999,47506
19179,Wapello County,County,2006-2010,45173
19179,Wapello County,County,2013-2017,43329
19181,Warren County,County,1999,74309
19181,Warren County,County,2006-2010,69895
19181,Warren County,County,2013-2017,71514
19183,Washington County,County,1999,57711
19183,Washington County,County,2006-2010,57136
19183,Washington County,County,2013-2017,59157
19185,Wayne County,County,1999,43361
19185,Wayne County,County,2006-2010,39914
19185,Wayne County,County,2013-2017,42434
19187,Webster County,County,1999,52149
19187,Webster County,County,2006-2010,45977
19187,Webster County,County,2013-2017,42148
19189,Winnebago County,County,1999,56646
19189,Winnebago County,County,2006-2010,47177
19189,Winnebago County,County,2013-2017,50072
19191,Winneshiek County,County,1999,57423
19191,Winneshiek County,County,2006-2010,57117
19191,Winneshiek County,County,2013-2017,60788
19193,Woodbury County,County,1999,56835
19193,Woodbury County,County,2006-2010,49962
